date,expiration,contract_symbol,option_type,strike,delta,gamma,delta_flag,gamma_flag
2025-01-16,2025-03-17,SPY250317C00462500,call,462.5,0.5544247140437482,0.01182755048346063,True,False
2025-01-16,2025-03-17,SPY250317P00462500,put,462.5,-0.44557528595625184,0.01182755048346063,True,False
2025-01-16,2025-03-17,SPY250317C00485620,call,485.62,0.30005983514720574,0.010166439630635328,False,False
2025-01-16,2025-03-17,SPY250317P00485620,put,485.62,-0.6999401648527943,0.010166439630635328,False,False
2025-01-16,2025-03-17,SPY250317C00508750,call,508.75,0.13352461479775318,0.006076963769169837,False,False
2025-01-16,2025-03-17,SPY250317P00508750,put,508.75,-0.8664753852022469,0.006076963769169837,False,False
2025-01-17,2025-02-16,SPY250216C00415960,call,415.96,0.9551681850619326,0.003121239914483048,False,False
2025-01-17,2025-02-16,SPY250216P00415960,put,415.96,-0.04483181493806743,0.003121239914483048,False,False
2025-01-17,2025-02-16,SPY250216C00439070,call,439.07,0.818057581063743,0.009116135980529587,False,False
2025-01-17,2025-02-16,SPY250216P00439070,put,439.07,-0.18194241893625696,0.009116135980529587,False,False
2025-01-17,2025-02-16,SPY250216C00462180,call,462.18,0.5365138697535045,0.014554367339706616,True,True
2025-01-17,2025-02-16,SPY250216P00462180,put,462.18,-0.46348613024649554,0.014554367339706616,True,True
2025-01-17,2025-02-16,SPY250216C00485290,call,485.29,0.2542606552077904,0.010664323101720646,False,False
2025-01-17,2025-02-16,SPY250216P00485290,put,485.29,-0.7457393447922096,0.010664323101720646,False,False
2025-01-17,2025-02-16,SPY250216C00508400,call,508.4,0.0814148307999295,0.005077879409911664,False,False
2025-01-17,2025-02-16,SPY250216P00508400,put,508.4,-0.9185851692000705,0.005077879409911664,False,False
2025-01-17,2025-03-03,SPY250303C00415960,call,415.96,0.8945633817320342,0.004289542153688992,False,False
2025-01-17,2025-03-03,SPY250303P00415960,put,415.96,-0.1054366182679658,0.004289542153688992,False,False
2025-01-17,2025-03-03,SPY250303C00439070,call,439.07,0.7378426766890456,0.007301856943886609,False,False
2025-01-17,2025-03-03,SPY250303P00439070,put,439.07,-0.2621573233109544,0.007301856943886609,False,False
2025-01-17,2025-03-03,SPY250303C00462180,call,462.18,0.5420804335936314,0.009228521833747122,True,False
2025-01-17,2025-03-03,SPY250303P00462180,put,462.18,-0.45791956640636855,0.009228521833747122,True,False
2025-01-17,2025-03-03,SPY250303C00485290,call,485.29,0.33492979706592707,0.008597301309673967,False,False
2025-01-17,2025-03-03,SPY250303P00485290,put,485.29,-0.6650702029340729,0.008597301309673967,False,False
2025-01-17,2025-03-03,SPY250303C00508400,call,508.4,0.2048620152390126,0.00599147811252356,False,False
2025-01-17,2025-03-03,SPY250303P00508400,put,508.4,-0.7951379847609874,0.00599147811252356,False,False
2025-01-17,2025-03-18,SPY250318C00415960,call,415.96,0.9186817374244678,0.003914311018060967,False,False
2025-01-17,2025-03-18,SPY250318P00415960,put,415.96,-0.08131826257553221,0.003914311018060967,False,False
2025-01-17,2025-03-18,SPY250318C00439070,call,439.07,0.7770488981869039,0.007945097733691597,False,False
2025-01-17,2025-03-18,SPY250318P00439070,put,439.07,-0.22295110181309608,0.007945097733691597,False,False
2025-01-17,2025-03-18,SPY250318C00462180,call,462.18,0.551952824314369,0.01046032090655432,True,False
2025-01-17,2025-03-18,SPY250318P00462180,put,462.18,-0.448047175685631,0.01046032090655432,True,False
2025-01-17,2025-03-18,SPY250318C00485290,call,485.29,0.3112143146259303,0.009801966453308658,False,False
2025-01-17,2025-03-18,SPY250318P00485290,put,485.29,-0.6887856853740697,0.009801966453308658,False,False
2025-01-17,2025-03-18,SPY250318C00508400,call,508.4,0.11081951752649216,0.005844806713629781,False,False
2025-01-17,2025-03-18,SPY250318P00508400,put,508.4,-0.8891804824735079,0.005844806713629781,False,False
2025-01-20,2025-02-19,SPY250219C00429670,call,429.67,0.9699088851976959,0.0024228626671411488,False,False
2025-01-20,2025-02-19,SPY250219P00429670,put,429.67,-0.0009644226593216176,0.0001928061493738016,False,False
2025-01-20,2025-02-19,SPY250219C00453540,call,453.54,0.8295112742068808,0.008900889254104077,False,False
2025-01-20,2025-02-19,SPY250219P00453540,put,453.54,-0.17048872579311924,0.008900889254104077,False,False
2025-01-20,2025-02-19,SPY250219C00477410,call,477.41,0.5361407970651115,0.013146747064695447,True,False
2025-01-20,2025-02-19,SPY250219P00477410,put,477.41,-0.46385920293488847,0.013146747064695447,True,False
2025-01-20,2025-02-19,SPY250219C00501280,call,501.28,0.26618769755969196,0.010052588036931827,False,False
2025-01-20,2025-02-19,SPY250219P00501280,put,501.28,-0.733812302440308,0.010052588036931827,False,False
2025-01-20,2025-02-19,SPY250219C00525150,call,525.15,0.07658544511686213,0.0048027845146171415,False,False
2025-01-20,2025-02-19,SPY250219P00525150,put,525.15,-0.9234145548831378,0.0048027845146171415,False,False
2025-01-20,2025-03-06,SPY250306C00429670,call,429.67,0.8897940095329978,0.0041880588925863405,False,False
2025-01-20,2025-03-06,SPY250306P00429670,put,429.67,-0.023176519644292237,0.0020330705756831714,False,False
2025-01-20,2025-03-06,SPY250306C00453540,call,453.54,0.7357174103618546,0.006998840444124291,False,False
2025-01-20,2025-03-06,SPY250306P00453540,put,453.54,-0.26428258963814544,0.006998840444124291,False,False
2025-01-20,2025-03-06,SPY250306C00477410,call,477.41,0.5422232034771,0.008240105243691651,True,False
2025-01-20,2025-03-06,SPY250306P00477410,put,477.41,-0.45777679652290004,0.008240105243691651,True,False
2025-01-20,2025-03-06,SPY250306C00501280,call,501.28,0.33528628920485454,0.008329695012072787,False,False
2025-01-20,2025-03-06,SPY250306P00501280,put,501.28,-0.6647137107951455,0.008329695012072787,False,False
2025-01-20,2025-03-06,SPY250306C00525150,call,525.15,0.18123281050274437,0.005892310779324144,False,False
2025-01-20,2025-03-06,SPY250306P00525150,put,525.15,-0.8187671894972557,0.005892310779324144,False,False
2025-01-20,2025-03-21,SPY250321C00429670,call,429.67,0.939118736899055,0.0033775714177730473,False,False
2025-01-20,2025-03-21,SPY250321P00429670,put,429.67,-0.005555673012231366,0.0007419470055405044,False,False
2025-01-20,2025-03-21,SPY250321C00453540,call,453.54,0.7779559369580429,0.0076891264430646615,False,False
2025-01-20,2025-03-21,SPY250321P00453540,put,453.54,-0.22204406304195712,0.0076891264430646615,False,False
2025-01-20,2025-03-21,SPY250321C00477410,call,477.41,0.5541746242356129,0.010861815096625782,True,False
2025-01-20,2025-03-21,SPY250321P00477410,put,477.41,-0.4458253757643871,0.010861815096625782,True,False
2025-01-20,2025-03-21,SPY250321C00501280,call,501.28,0.3002757528682064,0.00988465077658536,False,False
2025-01-20,2025-03-21,SPY250321P00501280,put,501.28,-0.6997242471317936,0.00988465077658536,False,False
2025-01-20,2025-03-21,SPY250321C00525150,call,525.15,0.15025489753203863,0.005990717392057549,False,False
2025-01-20,2025-03-21,SPY250321P00525150,put,525.15,-0.8497451024679614,0.005990717392057549,False,False
2025-01-21,2025-02-20,SPY250220C00433260,call,433.26,0.9671251445170531,0.002529778635703474,False,False
2025-01-21,2025-02-20,SPY250220P00433260,put,433.26,-0.032874855482946885,0.002529778635703474,False,False
2025-01-21,2025-02-20,SPY250220C00457330,call,457.33,0.7987219014833202,0.008520042007542293,False,False
2025-01-21,2025-02-20,SPY250220P00457330,put,457.33,-0.20127809851667977,0.008520042007542293,False,False
2025-01-21,2025-02-20,SPY250220C00481400,call,481.4,0.5353824220938139,0.012246855041275782,True,False
2025-01-21,2025-02-20,SPY250220P00481400,put,481.4,-0.4646175779061861,0.012246855041275782,True,False
2025-01-21,2025-02-20,SPY250220C00505470,call,505.47,0.24779489383613879,0.010393098332316017,False,False
2025-01-21,2025-02-20,SPY250220P00505470,put,505.47,-0.7522051061638613,0.010393098332316017,False,False
2025-01-21,2025-02-20,SPY250220C00529540,call,529.54,0.0713442651503902,0.0046238383664055464,False,False
2025-01-21,2025-02-20,SPY250220P00529540,put,529.54,-0.9286557348496098,0.0046238383664055464,False,False
2025-01-21,2025-03-07,SPY250307C00433260,call,433.26,0.8948496079997346,0.004113329669718957,False,False
2025-01-21,2025-03-07,SPY250307P00433260,put,433.26,-0.10515039200026544,0.004113329669718957,False,False
2025-01-21,2025-03-07,SPY250307C00457330,call,457.33,0.7311488419355353,0.00682260990020142,False,False
2025-01-21,2025-03-07,SPY250307P00457330,put,457.33,-0.2688511580644647,0.00682260990020142,False,False
2025-01-21,2025-03-07,SPY250307C00481400,call,481.4,0.5420992931277692,0.008255438049298297,True,False
2025-01-21,2025-03-07,SPY250307P00481400,put,481.4,-0.45790070687223083,0.008255438049298297,True,False
2025-01-21,2025-03-07,SPY250307C00505470,call,505.47,0.3394606559813093,0.00811079989360284,False,False
2025-01-21,2025-03-07,SPY250307P00505470,put,505.47,-0.6605393440186906,0.00811079989360284,False,False
2025-01-21,2025-03-07,SPY250307C00529540,call,529.54,0.1886534458790548,0.005822970745114267,False,False
2025-01-21,2025-03-07,SPY250307P00529540,put,529.54,-0.8113465541209453,0.005822970745114267,False,False
2025-01-21,2025-03-22,SPY250322C00433260,call,433.26,0.9425979770992875,0.0032640186460115373,False,False
2025-01-21,2025-03-22,SPY250322P00433260,put,433.26,-0.0574020229007125,0.0032640186460115373,False,False
2025-01-21,2025-03-22,SPY250322C00457330,call,457.33,0.7909364774688632,0.00784611281288636,False,False
2025-01-21,2025-03-22,SPY250322P00457330,put,457.33,-0.2090635225311368,0.00784611281288636,False,False
2025-01-21,2025-03-22,SPY250322C00481400,call,481.4,0.5535541768213811,0.010604852435779128,True,False
2025-01-21,2025-03-22,SPY250322P00481400,put,481.4,-0.4464458231786189,0.010604852435779128,True,False
2025-01-21,2025-03-22,SPY250322C00505470,call,505.47,0.30208129099021314,0.009732869601754788,False,False
2025-01-21,2025-03-22,SPY250322P00505470,put,505.47,-0.6979187090097869,0.009732869601754788,False,False
2025-01-21,2025-03-22,SPY250322C00529540,call,529.54,0.12257420608788855,0.0057539545365105785,False,False
2025-01-21,2025-03-22,SPY250322P00529540,put,529.54,-0.8774257939121115,0.0057539545365105785,False,False
2025-01-22,2025-02-21,SPY250221C00430070,call,430.07,0.9606069597038482,0.0028174238196616024,False,False
2025-01-22,2025-02-21,SPY250221P00430070,put,430.07,-0.03939304029615176,0.0028174238196616024,False,False
2025-01-22,2025-02-21,SPY250221C00453970,call,453.97,0.8047413842117639,0.008659166933197508,False,False
2025-01-22,2025-02-21,SPY250221P00453970,put,453.97,-0.1952586157882361,0.008659166933197508,False,False
2025-01-22,2025-02-21,SPY250221C00477860,call,477.86,0.5368145621479218,0.013814282382834789,True,True
2025-01-22,2025-02-21,SPY250221P00477860,put,477.86,-0.4631854378520782,0.013814282382834789,True,True
2025-01-22,2025-02-21,SPY250221C00501750,call,501.75,0.2559270610823717,0.010295250391292065,False,False
2025-01-22,2025-02-21,SPY250221P00501750,put,501.75,-0.7440729389176284,0.010295250391292065,False,False
2025-01-22,2025-02-21,SPY250221C00525650,call,525.65,0.07218813415901419,0.004682747655348427,False,False
2025-01-22,2025-02-21,SPY250221P00525650,put,525.65,-0.9278118658409858,0.004682747655348427,False,False
2025-01-22,2025-03-08,SPY250308C00430070,call,430.07,0.8924033617717215,0.004162316773417655,False,False
2025-01-22,2025-03-08,SPY250308P00430070,put,430.07,-0.10759663822827847,0.004162316773417655,False,False
2025-01-22,2025-03-08,SPY250308C00453970,call,453.97,0.7492667584158452,0.00733511753841315,False,False
2025-01-22,2025-03-08,SPY250308P00453970,put,453.97,-0.2507332415841548,0.00733511753841315,False,False
2025-01-22,2025-03-08,SPY250308C00477860,call,477.86,0.5430555805640196,0.009527603396967994,True,False
2025-01-22,2025-03-08,SPY250308P00477860,put,477.86,-0.4569444194359804,0.009527603396967994,True,False
2025-01-22,2025-03-08,SPY250308C00501750,call,501.75,0.3550243491321547,0.007632883493134634,False,False
2025-01-22,2025-03-08,SPY250308P00501750,put,501.75,-0.6449756508678453,0.007632883493134634,False,False
2025-01-22,2025-03-08,SPY250308C00525650,call,525.65,0.18529094458224188,0.005878288897664096,False,False
2025-01-22,2025-03-08,SPY250308P00525650,put,525.65,-0.8147090554177581,0.005878288897664096,False,False
2025-01-22,2025-03-23,SPY250323C00430070,call,430.07,0.9373439765495024,0.003415725436451819,False,False
2025-01-22,2025-03-23,SPY250323P00430070,put,430.07,-0.06265602345049759,0.003415725436451819,False,False
2025-01-22,2025-03-23,SPY250323C00453970,call,453.97,0.7969187643696627,0.007981946847799286,False,False
2025-01-22,2025-03-23,SPY250323P00453970,put,453.97,-0.2030812356303373,0.007981946847799286,False,False
2025-01-22,2025-03-23,SPY250323C00477860,call,477.86,0.5546310602290178,0.011002028069841437,True,False
2025-01-22,2025-03-23,SPY250323P00477860,put,477.86,-0.44536893977098224,0.011002028069841437,True,False
2025-01-22,2025-03-23,SPY250323C00501750,call,501.75,0.3198845738381732,0.009218309274755422,False,False
2025-01-22,2025-03-23,SPY250323P00501750,put,501.75,-0.6801154261618267,0.009218309274755422,False,False
2025-01-22,2025-03-23,SPY250323C00525650,call,525.65,0.1275871152546273,0.0058479444015390614,False,False
2025-01-22,2025-03-23,SPY250323P00525650,put,525.65,-0.8724128847453727,0.0058479444015390614,False,False
2025-01-23,2025-02-22,SPY250222C00438400,call,438.4,0.9481638421090708,0.0031814149340912206,False,False
2025-01-23,2025-02-22,SPY250222P00438400,put,438.4,-0.05183615789092921,0.0031814149340912206,False,False
2025-01-23,2025-02-22,SPY250222C00462750,call,462.75,0.8128096399977163,0.00858409725309024,False,False
2025-01-23,2025-02-22,SPY250222P00462750,put,462.75,-0.18719036000228373,0.00858409725309024,False,False
2025-01-23,2025-02-22,SPY250222C00487110,call,487.11,0.536064076571694,0.01270110259178583,True,False
2025-01-23,2025-02-22,SPY250222P00487110,put,487.11,-0.46393592342830603,0.01270110259178583,True,False
2025-01-23,2025-02-22,SPY250222C00511470,call,511.47,0.2619483972023616,0.009955737173080782,False,False
2025-01-23,2025-02-22,SPY250222P00511470,put,511.47,-0.7380516027976384,0.009955737173080782,False,False
2025-01-23,2025-02-22,SPY250222C00535820,call,535.82,0.07769246849492412,0.004734953036546213,False,False
2025-01-23,2025-02-22,SPY250222P00535820,put,535.82,-0.9223075315050759,0.004734953036546213,False,False
2025-01-23,2025-03-09,SPY250309C00438400,call,438.4,0.8936663352159544,0.004073237648278951,False,False
2025-01-23,2025-03-09,SPY250309P00438400,put,438.4,-0.1063336647840456,0.004073237648278951,False,False
2025-01-23,2025-03-09,SPY250309C00462750,call,462.75,0.7615127707333624,0.007469374776152042,False,False
2025-01-23,2025-03-09,SPY250309P00462750,put,462.75,-0.23848722926663757,0.007469374776152042,False,False
2025-01-23,2025-03-09,SPY250309C00487110,call,487.11,0.54230444879872,0.008106891529332645,True,False
2025-01-23,2025-03-09,SPY250309P00487110,put,487.11,-0.45769555120128,0.008106891529332645,True,False
2025-01-23,2025-03-09,SPY250309C00511470,call,511.47,0.3359687018140213,0.008142234237880536,False,False
2025-01-23,2025-03-09,SPY250309P00511470,put,511.47,-0.6640312981859787,0.008142234237880536,False,False
2025-01-23,2025-03-09,SPY250309C00535820,call,535.82,0.18048993847126504,0.005777450384884658,False,False
2025-01-23,2025-03-09,SPY250309P00535820,put,535.82,-0.819510061528735,0.005777450384884658,False,False
2025-01-23,2025-03-24,SPY250324C00438400,call,438.4,0.9475660916113303,0.0030902920847174094,False,False
2025-01-23,2025-03-24,SPY250324P00438400,put,438.4,-0.05243390838866968,0.0030902920847174094,False,False
2025-01-23,2025-03-24,SPY250324C00462750,call,462.75,0.7846678335937558,0.00764485035718305,False,False
2025-01-23,2025-03-24,SPY250324P00462750,put,462.75,-0.2153321664062442,0.00764485035718305,False,False
2025-01-23,2025-03-24,SPY250324C00487110,call,487.11,0.5545212544155294,0.01074137345291559,True,False
2025-01-23,2025-03-24,SPY250324P00487110,put,487.11,-0.44547874558447065,0.01074137345291559,True,False
2025-01-23,2025-03-24,SPY250324C00511470,call,511.47,0.30648479413163476,0.00948973064642097,False,False
2025-01-23,2025-03-24,SPY250324P00511470,put,511.47,-0.6935152058683652,0.00948973064642097,False,False
2025-01-23,2025-03-24,SPY250324C00535820,call,535.82,0.13954023037405272,0.005823311620289439,False,False
2025-01-23,2025-03-24,SPY250324P00535820,put,535.82,-0.8604597696259473,0.005823311620289439,False,False
2025-01-24,2025-02-23,SPY250223C00440010,call,440.01,0.9569776161775673,0.0028883518700230574,False,False
2025-01-24,2025-02-23,SPY250223P00440010,put,440.01,-0.04302238382243273,0.0028883518700230574,False,False
2025-01-24,2025-02-23,SPY250223C00464450,call,464.45,0.8111984188657669,0.008548494757819432,False,False
2025-01-24,2025-02-23,SPY250223P00464450,put,464.45,-0.18880158113423307,0.008548494757819432,False,False
2025-01-24,2025-02-23,SPY250223C00488900,call,488.9,0.5360144520771956,0.013196752760681746,True,True
2025-01-24,2025-02-23,SPY250223P00488900,put,488.9,-0.46398554792280444,0.013196752760681746,True,True
2025-01-24,2025-02-23,SPY250223C00513350,call,513.35,0.24076894960853729,0.010367728546222062,False,False
2025-01-24,2025-02-23,SPY250223P00513350,put,513.35,-0.7592310503914628,0.010367728546222062,False,False
2025-01-24,2025-02-23,SPY250223C00537790,call,537.79,0.07828692621512644,0.004727780055890726,False,False
2025-01-24,2025-02-23,SPY250223P00537790,put,537.79,-0.9217130737848735,0.004727780055890726,False,False
2025-01-24,2025-03-10,SPY250310C00440010,call,440.01,0.8864327821278174,0.0041170467736052355,False,False
2025-01-24,2025-03-10,SPY250310P00440010,put,440.01,-0.1135672178721826,0.0041170467736052355,False,False
2025-01-24,2025-03-10,SPY250310C00464450,call,464.45,0.7325888959437576,0.006763643081248271,False,False
2025-01-24,2025-03-10,SPY250310P00464450,put,464.45,-0.26741110405624235,0.006763643081248271,False,False
2025-01-24,2025-03-10,SPY250310C00488900,call,488.9,0.5418374307494751,0.008120791253235227,True,False
2025-01-24,2025-03-10,SPY250310P00488900,put,488.9,-0.4581625692505249,0.008120791253235227,True,False
2025-01-24,2025-03-10,SPY250310C00513350,call,513.35,0.34769412488927404,0.007692912152734819,False,False
2025-01-24,2025-03-10,SPY250310P00513350,put,513.35,-0.652305875110726,0.007692912152734819,False,False
2025-01-24,2025-03-10,SPY250310C00537790,call,537.79,0.1804432249241899,0.0057488792072967355,False,False
2025-01-24,2025-03-10,SPY250310P00537790,put,537.79,-0.8195567750758102,0.0057488792072967355,False,False
2025-01-24,2025-03-25,SPY250325C00440010,call,440.01,0.9156988554057081,0.0037454714921123654,False,False
2025-01-24,2025-03-25,SPY250325P00440010,put,440.01,-0.08430114459429194,0.0037454714921123654,False,False
2025-01-24,2025-03-25,SPY250325C00464450,call,464.45,0.8010076536783344,0.007875204316698409,False,False
2025-01-24,2025-03-25,SPY250325P00464450,put,464.45,-0.19899234632166563,0.007875204316698409,False,False
2025-01-24,2025-03-25,SPY250325C00488900,call,488.9,0.5526394488104456,0.010220646061377351,True,False
2025-01-24,2025-03-25,SPY250325P00488900,put,488.9,-0.4473605511895544,0.010220646061377351,True,False
2025-01-24,2025-03-25,SPY250325C00513350,call,513.35,0.3014018182891134,0.009584305052253876,False,False
2025-01-24,2025-03-25,SPY250325P00513350,put,513.35,-0.6985981817108866,0.009584305052253876,False,False
2025-01-24,2025-03-25,SPY250325C00537790,call,537.79,0.16293125444569279,0.005870016445017755,False,False
2025-01-24,2025-03-25,SPY250325P00537790,put,537.79,-0.8370687455543072,0.005870016445017755,False,False
2025-01-27,2025-02-26,SPY250226C00452410,call,452.41,0.970541565232939,0.0022730074136456577,False,False
2025-01-27,2025-02-26,SPY250226P00452410,put,452.41,-0.029458434767061004,0.0022730074136456577,False,False
2025-01-27,2025-02-26,SPY250226C00477550,call,477.55,0.8377925916733827,0.00849622276510751,False,False
2025-01-27,2025-02-26,SPY250226P00477550,put,477.55,-0.1622074083266173,0.00849622276510751,False,False
2025-01-27,2025-02-26,SPY250226C00502680,call,502.68,0.5355775899410709,0.012045557298322082,True,False
2025-01-27,2025-02-26,SPY250226P00502680,put,502.68,-0.46442241005892915,0.012045557298322082,True,False
2025-01-27,2025-02-26,SPY250226C00527810,call,527.81,0.2378996530252963,0.010150319681966974,False,False
2025-01-27,2025-02-26,SPY250226P00527810,put,527.81,-0.7621003469747036,0.010150319681966974,False,False
2025-01-27,2025-02-26,SPY250226C00552950,call,552.95,0.08494510340382766,0.004745997941230835,False,False
2025-01-27,2025-02-26,SPY250226P00552950,put,552.95,-0.9150548965961723,0.004745997941230835,False,False
2025-01-27,2025-03-13,SPY250313C00452410,call,452.41,0.8918634613099877,0.003963612050876058,False,False
2025-01-27,2025-03-13,SPY250313P00452410,put,452.41,-0.10813653869001227,0.003963612050876058,False,False
2025-01-27,2025-03-13,SPY250313C00477550,call,477.55,0.7537838765324172,0.007083769307391424,False,False
2025-01-27,2025-03-13,SPY250313P00477550,put,477.55,-0.24621612346758281,0.007083769307391424,False,False
2025-01-27,2025-03-13,SPY250313C00502680,call,502.68,0.5424420809583134,0.008664064021546944,True,False
2025-01-27,2025-03-13,SPY250313P00502680,put,502.68,-0.45755791904168663,0.008664064021546944,True,False
2025-01-27,2025-03-13,SPY250313C00527810,call,527.81,0.3335211980186886,0.007961675725978636,False,False
2025-01-27,2025-03-13,SPY250313P00527810,put,527.81,-0.6664788019813114,0.007961675725978636,False,False
2025-01-27,2025-03-13,SPY250313C00552950,call,552.95,0.18947820739438415,0.00557319667101508,False,False
2025-01-27,2025-03-13,SPY250313P00552950,put,552.95,-0.8105217926056159,0.00557319667101508,False,False
2025-01-27,2025-03-28,SPY250328C00452410,call,452.41,0.9347775002182134,0.0033056589278553784,False,False
2025-01-27,2025-03-28,SPY250328P00452410,put,452.41,-0.06522249978178662,0.0033056589278553784,False,False
2025-01-27,2025-03-28,SPY250328C00477550,call,477.55,0.7859932441024771,0.0074430054528227315,False,False
2025-01-27,2025-03-28,SPY250328P00477550,put,477.55,-0.21400675589752294,0.0074430054528227315,False,False
2025-01-27,2025-03-28,SPY250328C00502680,call,502.68,0.5533616599269902,0.010103682050659795,True,False
2025-01-27,2025-03-28,SPY250328P00502680,put,502.68,-0.44663834007300984,0.010103682050659795,True,False
2025-01-27,2025-03-28,SPY250328C00527810,call,527.81,0.3042811489854267,0.009250373293634597,False,False
2025-01-27,2025-03-28,SPY250328P00527810,put,527.81,-0.6957188510145733,0.009250373293634597,False,False
2025-01-27,2025-03-28,SPY250328C00552950,call,552.95,0.13900605929790133,0.005634068244972812,False,False
2025-01-27,2025-03-28,SPY250328P00552950,put,552.95,-0.8609939407020987,0.005634068244972812,False,False
2025-01-28,2025-02-27,SPY250227C00451220,call,451.22,0.9714945788358123,0.0022350727183912474,False,False
2025-01-28,2025-02-27,SPY250227P00451220,put,451.22,-0.02850542116418775,0.0022350727183912474,False,False
2025-01-28,2025-02-27,SPY250227C00476280,call,476.28,0.8097309013372311,0.008313374148555857,False,False
2025-01-28,2025-02-27,SPY250227P00476280,put,476.28,-0.19026909866276887,0.008313374148555857,False,False
2025-01-28,2025-02-27,SPY250227C00501350,call,501.35,0.5356424321591354,0.012045761311976272,True,False
2025-01-28,2025-02-27,SPY250227P00501350,put,501.35,-0.46435756784086457,0.012045761311976272,True,False
2025-01-28,2025-02-27,SPY250227C00526420,call,526.42,0.25785625766481934,0.009761435552275566,False,False
2025-01-28,2025-02-27,SPY250227P00526420,put,526.42,-0.7421437423351807,0.009761435552275566,False,False
2025-01-28,2025-02-27,SPY250227C00551490,call,551.49,0.07867818784298453,0.004621550396682677,False,False
2025-01-28,2025-02-27,SPY250227P00551490,put,551.49,-0.9213218121570155,0.004621550396682677,False,False
2025-01-28,2025-03-14,SPY250314C00451220,call,451.22,0.8853096235262384,0.004019423643355352,False,False
2025-01-28,2025-03-14,SPY250314P00451220,put,451.22,-0.11469037647376157,0.004019423643355352,False,False
2025-01-28,2025-03-14,SPY250314C00476280,call,476.28,0.7441312147538116,0.006874951516011636,False,False
2025-01-28,2025-03-14,SPY250314P00476280,put,476.28,-0.2558687852461884,0.006874951516011636,False,False
2025-01-28,2025-03-14,SPY250314C00501350,call,501.35,0.5426142749544035,0.008788283440202415,True,False
2025-01-28,2025-03-14,SPY250314P00501350,put,501.35,-0.4573857250455965,0.008788283440202415,True,False
2025-01-28,2025-03-14,SPY250314C00526420,call,526.42,0.3483229423566597,0.007493471631448982,False,False
2025-01-28,2025-03-14,SPY250314P00526420,put,526.42,-0.6516770576433403,0.007493471631448982,False,False
2025-01-28,2025-03-14,SPY250314C00551490,call,551.49,0.1768291337566728,0.005615272946665421,False,False
2025-01-28,2025-03-14,SPY250314P00551490,put,551.49,-0.8231708662433272,0.005615272946665421,False,False
2025-01-28,2025-03-29,SPY250329C00451220,call,451.22,0.9239571369974686,0.0035205737209117144,False,False
2025-01-28,2025-03-29,SPY250329P00451220,put,451.22,-0.07604286300253138,0.0035205737209117144,False,False
2025-01-28,2025-03-29,SPY250329C00476280,call,476.28,0.7982730682427512,0.007631889452033225,False,False
2025-01-28,2025-03-29,SPY250329P00476280,put,476.28,-0.20172693175724876,0.007631889452033225,False,False
2025-01-28,2025-03-29,SPY250329C00501350,call,501.35,0.5549132266050648,0.01073447919506354,True,False
2025-01-28,2025-03-29,SPY250329P00501350,put,501.35,-0.4450867733949352,0.01073447919506354,True,False
2025-01-28,2025-03-29,SPY250329C00526420,call,526.42,0.3052440927151001,0.009248087123847379,False,False
2025-01-28,2025-03-29,SPY250329P00526420,put,526.42,-0.6947559072848999,0.009248087123847379,False,False
2025-01-28,2025-03-29,SPY250329C00551490,call,551.49,0.12245129456160886,0.00552415737800046,False,False
2025-01-28,2025-03-29,SPY250329P00551490,put,551.49,-0.8775487054383911,0.00552415737800046,False,False
2025-01-29,2025-02-28,SPY250228C00452120,call,452.12,0.9460951764928343,0.003145296479762355,False,False
2025-01-29,2025-02-28,SPY250228P00452120,put,452.12,-0.053904823507165744,0.003145296479762355,False,False
2025-01-29,2025-02-28,SPY250228C00477230,call,477.23,0.802916153163221,0.008223528267533895,False,False
2025-01-29,2025-02-28,SPY250228P00477230,put,477.23,-0.19708384683677904,0.008223528267533895,False,False
2025-01-29,2025-02-28,SPY250228C00502350,call,502.35,0.5348341653116347,0.011194707711285855,True,False
2025-01-29,2025-02-28,SPY250228P00502350,put,502.35,-0.46516583468836525,0.011194707711285855,True,False
2025-01-29,2025-02-28,SPY250228C00527470,call,527.47,0.2498357337713334,0.009908880925855592,False,False
2025-01-29,2025-02-28,SPY250228P00527470,put,527.47,-0.7501642662286666,0.009908880925855592,False,False
2025-01-29,2025-02-28,SPY250228C00552590,call,552.59,0.06073332242751509,0.0041215852053769165,False,False
2025-01-29,2025-02-28,SPY250228P00552590,put,552.59,-0.9392666775724849,0.0041215852053769165,False,False
2025-01-29,2025-03-15,SPY250315C00452120,call,452.12,0.8732522424984767,0.004071919652147942,False,False
2025-01-29,2025-03-15,SPY250315P00452120,put,452.12,-0.12674775750152334,0.004071919652147942,False,False
2025-01-29,2025-03-15,SPY250315C00477230,call,477.23,0.7418348778164647,0.006813760295459295,False,False
2025-01-29,2025-03-15,SPY250315P00477230,put,477.23,-0.25816512218353527,0.006813760295459295,False,False
2025-01-29,2025-03-15,SPY250315C00502350,call,502.35,0.5426064449602014,0.009089874999135028,True,False
2025-01-29,2025-03-15,SPY250315P00502350,put,502.35,-0.4573935550397986,0.009089874999135028,True,False
2025-01-29,2025-03-15,SPY250315C00527470,call,527.47,0.33295196581682124,0.00797694285908445,False,False
2025-01-29,2025-03-15,SPY250315P00527470,put,527.47,-0.6670480341831788,0.00797694285908445,False,False
2025-01-29,2025-03-15,SPY250315C00552590,call,552.59,0.18411530636355433,0.005588198781671528,False,False
