date,strike,expiration,call_last,call_bid,call_ask,parity_theoretical,put_last,put_bid,put_ask,parity_observed,parity_diff,parity_diff_pct,parity_flag
2025-01-21,481.4,2025-02-20,14.5288,10.9285,16.2425,1.7847218011715427,10.4707,9.5751,14.8891,4.0581,2.273378198828457,1.2737997582234644,True
2025-01-21,505.47,2025-02-20,4.7102,1.7489,7.0629,-22.196042108769916,27.8081,24.2998,29.6138,-23.0979,-0.9018578912300832,0.040631473251429295,True
2025-01-21,529.54,2025-02-20,1.048,0.01,5.324,-46.17680601871132,45.1639,44.0664,49.3804,-44.115899999999996,2.0609060187113215,-0.04463076155323998,True
2025-01-21,433.26,2025-03-07,54.3691,50.6705,55.9845,50.5471399468733,1.3,0.01,5.324,53.069100000000006,2.521960053126705,0.04989322948395038,True
2025-01-21,457.33,2025-03-07,34.8005,32.1028,37.4168,26.61086994392184,9.6887,5.7224,11.0364,25.1118,-1.4990699439218425,-0.05633299276126233,True
2025-01-21,481.4,2025-03-07,21.289,17.8949,23.2089,2.6745999409703245,18.5522,15.1678,20.4818,2.7368000000000023,0.062200059029677846,0.023255836537225127,True
2025-01-21,505.47,2025-03-07,8.5107,7.0332,12.3472,-21.261670061981192,29.7417,28.5657,33.8797,-21.231,0.0306700619811906,-0.0014425048404844223,False
2025-01-21,529.54,2025-03-07,2.623,2.0069,7.3209,-45.197940064932595,49.5096,47.4014,52.7154,-46.8866,-1.688659935067406,0.03736143577874193,True
2025-01-21,433.26,2025-03-22,52.4138,50.3711,55.6851,51.34654430086073,1.5435,0.01,5.324,50.8703,-0.4762443008607278,-0.009275099373196658,False
2025-01-21,457.33,2025-03-22,31.986,28.9815,34.2955,27.454685650908573,6.32,1.8825,7.1965,25.666,-1.7886856509085725,-0.06515046916406339,True
2025-01-21,481.4,2025-03-22,16.7834,13.8853,19.1993,3.5628270009564176,13.7752,10.5915,15.9055,3.0082000000000004,-0.5546270009564171,-0.15567048324477478,True
2025-01-21,505.47,2025-03-22,6.7431,3.9921,9.3061,-20.32903164899585,28.5447,24.0373,29.3513,-21.8016,-1.4725683510041492,0.07243671889688294,True
2025-01-21,529.54,2025-03-22,1.5529,0.01,5.324,-44.22089029894789,48.0648,44.2763,49.5903,-46.5119,-2.291009701052104,0.05180831244156593,True
2025-01-22,430.07,2025-02-21,50.8779,47.9874,53.266,49.399918426205375,1.4924,0.01,5.2886,49.38549999999999,-0.014418426205381252,-0.00029187145778225923,False
2025-01-22,453.97,2025-02-21,30.685,26.4773,31.7559,25.589385374344715,3.2161,0.8684,6.147,27.468899999999998,1.8795146256552826,0.07344899450143251,True
2025-01-22,477.86,2025-02-21,11.9908,9.6147,14.8933,1.7888148886146382,10.3444,7.935,13.2136,1.6463999999999999,-0.14241488861463836,-0.07961410066579482,True
2025-01-22,501.75,2025-02-21,5.657,2.0,7.2786,-22.011755597115496,26.7638,24.4507,29.7293,-21.1068,0.9049555971154959,-0.04111237711698401,True
2025-01-22,525.65,2025-02-21,2.51,0.01,5.2886,-45.82228864897604,47.0339,43.614,48.8926,-44.523900000000005,1.2983886489760366,-0.02833530771285582,True
2025-01-22,430.07,2025-03-08,51.9905,49.4144,54.693,50.20261627198272,2.0682,0.01,5.2886,49.9223,-0.2803162719827199,-0.0055836984762716434,False
2025-01-22,453.97,2025-03-08,32.022,29.7358,35.0144,26.43669102469829,7.5643,4.1998,9.4784,24.4577,-1.978991024698292,-0.07485774308325628,True
2025-01-22,477.86,2025-03-08,18.2547,15.2744,20.553,2.6807096791909544,13.7248,12.6747,17.9533,4.5299,1.8491903208090452,0.6898137217780091,True
2025-01-22,501.75,2025-03-08,11.8541,8.4291,13.7077,-21.075271666316326,32.5409,29.3592,34.6378,-20.686799999999998,0.38847166631632746,-0.018432581675196364,True
2025-01-22,525.65,2025-03-08,4.576,1.7784,7.057,-44.8411969136007,49.4587,46.5364,51.815,-44.8827,-0.04150308639930245,0.0009255570603806569,False
2025-01-22,430.07,2025-03-23,51.5546,49.1139,54.3925,51.00381030478121,1.4082,0.01,5.2886,50.1464,-0.8574103047812116,-0.016810710800970022,True
2025-01-22,453.97,2025-03-23,32.3138,28.7501,34.0287,27.28240929165372,4.6121,1.5212,6.7998,27.701700000000002,0.41929070834628135,0.01536853669571446,True
2025-01-22,477.86,2025-03-23,15.0291,13.1728,18.4514,3.5709335509166635,13.8454,9.9494,15.228,1.1837,-2.3872335509166636,-0.6685180546985696,True
2025-01-22,501.75,2025-03-23,9.3371,5.14,10.4186,-20.140542189820337,26.9005,25.4353,30.7139,-17.5634,2.5771421898203357,-0.12795793507102823,True
2025-01-22,525.65,2025-03-23,2.409,0.01,5.2886,-43.86194320294783,46.22,43.9894,49.268,-43.811,0.050943202947827615,-0.001161444277835914,False
2025-01-23,438.4,2025-02-22,52.6189,49.4244,54.7955,50.35145981928048,0.01,0.01,5.3811,52.6089,2.25744018071952,0.0448336590204502,True
2025-01-23,462.75,2025-02-22,27.173,26.2584,31.6295,26.092631230319398,4.371,0.6186,5.9897,22.802,-3.2906312303193985,-0.12611343031191563,True
2025-01-23,487.11,2025-02-22,14.1609,10.7072,16.0783,1.8238400834162576,11.7024,8.8349,14.206,2.458499999999999,0.6346599165837414,0.3479800243204174,True
2025-01-23,511.47,2025-02-22,5.2846,2.3103,7.6814,-22.444951063486883,26.7517,24.1515,29.5226,-21.4671,0.9778510634868844,-0.04356663824844057,True
2025-01-23,535.82,2025-02-22,0.01,0.01,5.3811,-46.703779652447906,47.3565,45.199,50.5701,-47.3465,-0.6427203475520926,0.013761634547246016,True
2025-01-23,438.4,2025-03-09,54.7235,51.2421,56.6132,51.16988355240193,3.324,0.01,5.3811,51.3995,0.22961644759807598,0.004487335746287774,False
2025-01-23,462.75,2025-03-09,34.5188,30.2307,35.6018,26.95651257726729,7.7932,3.479,8.8501,26.7256,-0.23091257726728998,-0.008566114648748034,False
2025-01-23,487.11,2025-03-09,20.1821,18.3457,23.7168,2.7331977126151514,17.991,15.7386,21.1097,2.1910999999999987,-0.5420977126151527,-0.19833827246125862,True
2025-01-23,511.47,2025-03-09,9.2958,6.779,12.1501,-21.490117152036987,30.5525,28.5138,33.8849,-21.2567,0.23341715203698854,-0.01086160444755247,True
2025-01-23,535.82,2025-03-09,5.3259,1.5085,6.8796,-45.70348812717168,48.9656,46.8137,52.1848,-43.639700000000005,2.0637881271716765,-0.04515603101078649,True
2025-01-23,438.4,2025-03-24,53.0136,50.808,56.1791,51.98677367519798,0.1016,0.01,5.3811,52.912,0.9252263248020185,0.01779734073483057,True
2025-01-23,462.75,2025-03-24,31.014,29.5984,34.9695,27.818775132750545,5.0878,2.2342,7.6053,25.9262,-1.8925751327505438,-0.06803229558883234,True
2025-01-23,487.11,2025-03-24,16.2529,13.7878,19.1589,3.6408513342282163,12.027,10.2151,15.5862,4.225900000000001,0.5850486657717848,0.1606900727507466,True
2025-01-23,511.47,2025-03-24,7.3492,4.2286,9.5997,-20.537072464294056,29.0714,25.1448,30.5159,-21.7222,-1.185127535705945,0.05770674168708411,True
2025-01-23,535.82,2025-03-24,1.7335,0.01,5.3811,-44.70507100674149,46.4261,44.1247,49.4958,-44.6926,0.012471006741492374,-0.00027896179249132066,False
2025-01-24,440.01,2025-02-23,51.2199,48.401,53.79,50.502177368928415,1.4606,0.01,5.399,49.7593,-0.7428773689284114,-0.014709808717781513,True
2025-01-24,464.45,2025-02-23,29.229,26.5382,31.9272,26.15172445853233,4.2236,0.6412,6.0302,25.005399999999998,-1.1463244585323302,-0.043833608768324546,True
2025-01-24,488.9,2025-02-23,13.1027,10.3176,15.7066,1.7913081876982346,13.1674,8.4607,13.8497,-0.0647000000000002,-1.8560081876982348,-1.03611885461381,True
2025-01-24,513.35,2025-02-23,3.0511,1.5575,6.9465,-22.56910808313586,26.8728,23.3489,28.7379,-23.8217,-1.2525919168641408,0.05550028438208887,True
2025-01-24,537.79,2025-02-23,0.7874,0.01,5.399,-46.919560993531945,47.6307,45.3259,50.7149,-46.8433,0.07626099353194604,-0.0016253560757411804,False
2025-01-24,440.01,2025-03-10,54.5272,52.1269,57.5159,51.3060495936291,3.002,0.01,5.399,51.5252,0.21915040637090044,0.004271434033738457,False
2025-01-24,464.45,2025-03-10,35.8856,32.5982,37.9872,27.00024711656789,7.562,5.607,10.996,28.323599999999995,1.3233528834321042,0.04901262117042138,True
2025-01-24,488.9,2025-03-10,21.2072,17.7773,23.1663,2.684499548476822,19.2316,15.3635,20.7525,1.9756,-0.7088995484768219,-0.2640713979181146,True
2025-01-24,513.35,2025-03-10,11.4331,8.1248,13.5138,-21.63124801961436,31.8411,29.4799,34.8689,-20.408,1.2232480196143598,-0.056550043645432146,True
2025-01-24,537.79,2025-03-10,5.1073,1.6168,7.0058,-45.93705049667551,50.2929,47.3222,52.7112,-45.1856,0.7514504966755098,-0.01635826611745333,True
2025-01-24,440.01,2025-03-25,55.3879,51.8044,57.1934,52.10844779058539,1.0581,0.01,5.399,54.3298,2.2213522094146114,0.042629406624081996,True
2025-01-24,464.45,2025-03-25,30.617,29.4579,34.8469,27.84721387317876,5.9454,1.3993,6.7883,24.6716,-3.175613873178758,-0.11403704110727475,True
2025-01-24,488.9,2025-03-25,16.7252,14.5127,19.9017,3.5760531006504834,13.5474,11.0995,16.4885,3.1778000000000013,-0.39825310065048214,-0.11136666303362217,True
2025-01-24,513.35,2025-03-25,7.314,4.0302,9.4192,-20.695107671877906,26.2799,24.5777,29.9667,-18.9659,1.729207671877905,-0.08355635057785588,True
2025-01-24,537.79,2025-03-25,2.8129,0.8373,6.2263,-44.95634158928442,48.4749,45.7047,51.0937,-45.662,-0.7056584107155786,0.015696526580440788,True
2025-01-27,452.41,2025-02-26,53.5485,49.4777,55.0045,51.94391131339722,0.5499,0.01,5.5368,52.998599999999996,1.0546886866027734,0.02030437562237927,True
2025-01-27,477.55,2025-02-26,27.4876,26.2996,31.8264,26.89692899739805,2.1173,0.01,5.5368,25.3703,-1.5266289973980491,-0.05675848709515246,True
2025-01-27,502.68,2025-02-26,13.7231,11.5001,17.0269,1.8599096815245844,12.9894,9.4778,15.0046,0.7337000000000007,-1.1262096815245837,-0.6055184790486277,True
2025-01-27,527.81,2025-02-26,3.5248,1.371,6.8978,-23.177109634348824,27.1138,24.3308,29.8576,-23.589000000000002,-0.4118903656511783,0.017771429317517254,True
2025-01-27,552.95,2025-02-26,0.9251,0.01,5.5368,-48.22409195034817,50.4734,46.7506,52.2774,-49.5483,-1.3242080496518298,0.0274594709012923,True
2025-01-27,452.41,2025-03-13,55.3714,51.5154,57.0422,52.77854299181712,2.2616,0.01,5.5368,53.1098,0.33125700818288095,0.006276357576491637,False
2025-01-27,477.55,2025-03-13,35.7712,32.2382,37.765,27.777940376521883,7.0127,4.0441,9.5709,28.7585,0.9805596234781184,0.03529993981508055,True
2025-01-27,502.68,2025-03-13,19.5533,16.612,22.1388,2.7872823127840434,17.7032,14.2042,19.731,1.8501000000000012,-0.9371823127840422,-0.3362351594187633,True
2025-01-27,527.81,2025-03-13,10.6223,6.8363,12.3631,-22.20337575095374,30.9134,28.7237,34.2505,-20.2911,1.9122757509537394,-0.08612545103064331,True
2025-01-27,552.95,2025-03-13,4.1065,2.0587,7.5855,-47.20397836624903,51.832,49.4749,55.0017,-47.725500000000004,-0.5215216337509716,0.0110482559267475,True
2025-01-27,452.41,2025-03-28,53.586,51.2819,56.8087,53.61162917597534,1.2066,0.01,5.5368,52.3794,-1.2322291759753412,-0.022984363559082677,True
2025-01-27,477.55,2025-03-28,33.4391,31.039,36.5658,28.657320379715316,7.6137,2.0869,7.6137,25.825400000000002,-2.8319203797153136,-0.09882013887522606,True
2025-01-27,502.68,2025-03-28,17.7239,14.7206,20.2474,3.712937720605794,14.8914,10.822,16.3488,2.8324999999999996,-0.8804377206057943,-0.2371269832293724,True
2025-01-27,527.81,2025-03-28,6.4197,4.3922,9.919,-21.23144493850367,28.0834,25.32,30.8468,-21.663700000000002,-0.4322550614963312,0.02035919188488333,True
2025-01-27,552.95,2025-03-28,2.4393,0.01,5.5368,-46.18575373476375,48.6104,46.2984,51.8252,-46.171099999999996,0.014653734763754755,-0.00031727824228891977,False
2025-01-28,451.22,2025-02-27,51.2995,49.6357,55.1492,51.80615916314332,0.3102,0.01,5.5235,50.9893,-0.8168591631433202,-0.015767607101907333,True
2025-01-28,476.28,2025-02-27,29.5881,27.2802,32.7937,26.839250224329476,2.5037,0.7248,6.2383,27.084400000000002,0.24514977567052654,0.009134002389094351,False
2025-01-28,501.35,2025-02-27,12.5317,11.4141,16.9276,1.8623784327864996,10.7045,9.4471,14.9606,1.8272000000000013,-0.03517843278649835,-0.01888898204961717,True
2025-01-28,526.42,2025-02-27,6.1702,2.2326,7.7461,-23.114493358756363,27.4878,24.8655,30.379,-21.3176,1.796893358756364,-0.0777388165454059,True
2025-01-28,551.49,2025-02-27,0.1085,0.01,5.5235,-48.09136515029934,48.3121,46.1574,51.6709,-48.2036,-0.11223484970066266,0.0023337838164896444,False
2025-01-28,451.22,2025-03-14,55.4754,53.4401,58.9536,52.6419023693926,4.0099,0.0538,5.5673,51.4655,-1.1764023693925978,-0.02234726171439787,True
2025-01-28,476.28,2025-03-14,35.1962,32.2447,37.7582,27.721409202815323,8.1374,4.9309,10.4444,27.058799999999998,-0.6626092028153252,-0.023902435766073253,True
2025-01-28,501.35,2025-03-14,20.1138,16.8688,22.3823,2.7909717053654504,15.717,14.2246,19.7381,4.396800000000001,1.6058282946345503,0.5753653079131746,True
2025-01-28,526.42,2025-03-14,11.0966,8.0304,13.5439,-22.139465792084366,33.6163,30.5888,36.1023,-22.5197,-0.38023420791563467,0.017174497862165298,True
2025-01-28,551.49,2025-03-14,5.6103,1.4827,6.9962,-47.069903289534295,51.5478,48.2876,53.8011,-45.9375,1.1324032895342953,-0.024057905591364965,True
2025-01-28,451.22,2025-03-29,54.0488,52.0323,57.5458,53.476091852415436,1.4103,0.01,5.5235,52.6385,-0.8375918524154358,-0.015662921941398435,True
2025-01-28,476.28,2025-03-29,33.6987,30.316,35.8295,28.601928166899654,5.3307,1.6255,7.139,28.368000000000002,-0.233928166899652,-0.008178755136178953,False
2025-01-28,501.35,2025-03-29,16.6763,13.5042,19.0177,3.7178386379338235,11.3529,10.283,15.7965,5.323400000000001,1.6055613620661777,0.4318534284098094,True
2025-01-28,526.42,2025-03-29,8.3311,4.3242,9.8377,-21.16625089103195,27.1564,25.4707,30.9842,-18.825300000000002,2.340950891031948,-0.1105982775638268,True
2025-01-28,551.49,2025-03-29,3.6661,0.01,5.5235,-46.050340419997724,49.7969,45.3006,50.8141,-46.1308,-0.08045958000227671,0.0017472092338178787,False
2025-01-29,452.12,2025-02-28,54.4034,50.2907,55.8142,51.89136102396617,0.4793,0.01,5.5335,53.924099999999996,2.0327389760338264,0.039172974767322066,True
2025-01-29,477.23,2025-02-28,32.0893,28.4439,33.9674,26.87363027839376,5.2186,0.9927,6.5162,26.8707,-0.0029302783937623644,-0.00010903917198408027,False
2025-01-29,502.35,2025-02-28,14.9698,12.1738,17.6973,1.845936278840611,14.0618,10.5637,16.0872,0.9079999999999995,-0.9379362788406116,-0.5081086977876111,True
2025-01-29,527.47,2025-02-28,4.8954,1.8695,7.393,-23.18175772071254,28.4002,25.1837,30.7072,-23.504800000000003,-0.32304227928746343,0.013935193490475926,True
2025-01-29,552.59,2025-02-28,0.7818,0.01,5.5335,-48.20945172026575,48.2676,46.3399,51.8634,-47.485800000000005,0.7236517202657424,-0.015010577686398824,True
2025-01-29,452.12,2025-03-15,56.823,53.7733,59.2968,52.719750816801536,3.7109,0.6837,6.2072,53.1121,0.392349183198462,0.007442166875216379,False
2025-01-29,477.23,2025-03-15,37.2845,32.4549,37.9784,27.748027475674974,6.5128,4.9639,10.4874,30.771700000000003,3.023672524325029,0.10896891777174796,True
2025-01-29,502.35,2025-03-15,19.6632,16.3241,21.8476,2.7663592029112465,15.3519,13.5366,19.0601,4.311299999999999,1.5449407970887528,0.5584744003826025,True
2025-01-29,527.47,2025-03-15,9.1038,6.9014,12.4249,-22.215309069852538,30.7864,29.1307,34.6542,-21.6826,0.5327090698525367,-0.023979367929454282,True
2025-01-29,552.59,2025-03-15,6.804,1.8631,7.3866,-47.196977342616265,53.7655,49.6208,55.1443,-46.9615,0.23547734261626374,-0.004989246258438688,False
2025-01-29,452.12,2025-03-30,53.6435,52.0006,57.5241,53.54661720750954,0.2537,0.01,5.5335,53.3898,-0.15681720750954042,-0.002928610913026041,False
2025-01-29,477.23,2025-03-30,33.6619,30.3967,35.9202,28.620816663584378,4.0971,1.7509,7.2744,29.5648,0.9439833364156236,0.03298240394435349,True
2025-01-29,502.35,2025-03-30,18.8256,15.5247,21.0482,3.6850894766708393,13.9852,12.3159,17.8394,4.840400000000001,1.1553105233291614,0.31350949024252317,True
2025-01-29,527.47,2025-03-30,8.0953,5.2171,10.7406,-21.2506377102427,29.4539,25.9436,31.4671,-21.358600000000003,-0.10796228975730315,0.005080425878479208,False
2025-01-29,552.59,2025-03-30,2.5566,0.01,5.5335,-46.186364897156295,49.6739,46.4752,51.9987,-47.1173,-0.930935102843705,0.020156059151150534,True
2025-01-30,451.49,2025-03-01,52.8014,49.2426,54.7591,51.82385241200598,0.2902,0.01,5.5265,52.5112,0.6873475879940258,0.013263151155370086,True
2025-01-30,476.57,2025-03-01,27.1227,26.8668,32.3833,26.836278420318706,3.6784,0.4518,5.9683,23.4443,-3.3919784203187078,-0.1263952611905576,True
2025-01-30,501.65,2025-03-01,13.74,10.2569,15.7734,1.8487044286314926,12.74,8.6909,14.2074,1.0,-0.8487044286314926,-0.4590806488518816,True
2025-01-30,526.73,2025-03-01,6.1119,2.2135,7.73,-23.13886956305589,27.7095,25.2604,30.7769,-21.5976,1.5412695630558915,-0.06660954455254468,True
2025-01-30,551.82,2025-03-01,1.2995,0.01,5.5265,-48.13640670226778,48.9768,46.48,51.9965,-47.677299999999995,0.45910670226778194,-0.009537618898465737,False
2025-01-30,451.49,2025-03-16,54.9475,52.1058,57.6223,52.65347781324641,3.1658,0.01,5.5265,51.7817,-0.8717778132464105,-0.01655688948673949,True
2025-01-30,476.57,2025-03-16,34.4143,32.164,37.6805,27.711989017384326,7.136,4.6128,10.1293,27.278299999999998,-0.43368901738432797,-0.01564986970485105,True
2025-01-30,501.65,2025-03-16,20.1977,15.0747,20.5912,2.7705002215222407,16.0118,12.7768,18.2933,4.1859,1.4153997784777594,0.5108823913755449,True
2025-01-30,526.73,2025-03-16,11.1618,8.6237,14.1402,-22.170988574339844,32.5146,31.1839,36.7004,-21.352800000000002,0.8181885743398425,-0.03690356754262161,True
2025-01-30,551.82,2025-03-16,3.8199,1.5402,7.0567,-47.12242214244918,51.1476,47.7197,53.2362,-47.3277,-0.2052778575508185,0.004356267106352721,False
2025-01-30,451.49,2025-03-31,54.0047,51.555,57.0715,53.48157311600306,1.627,0.01,5.5265,52.3777,-1.103873116003065,-0.020640251430314747,True
2025-01-30,476.57,2025-03-31,30.519,30.047,35.5635,28.586084519908752,3.6868,1.049,6.5655,26.8322,-1.7538845199087518,-0.06135448591034776,True
2025-01-30,501.65,2025-03-31,17.9972,15.2766,20.7931,3.690595923814385,13.2005,11.4274,16.9439,4.7966999999999995,1.1061040761856145,0.29970880015561546,True
2025-01-30,526.73,2025-03-31,7.2136,4.0703,9.5868,-21.20489267228004,28.683,24.9857,30.5022,-21.4694,-0.26450732771996144,0.012473881938847867,True
2025-01-30,551.82,2025-03-31,2.0826,0.01,5.5265,-46.11030769923411,48.7033,45.9779,51.4944,-46.6207,-0.5103923007658864,0.011068941549795035,True
2025-01-31,444.13,2025-03-02,52.1007,47.907,53.3418,50.956541433180234,1.29,0.01,5.4448,50.810700000000004,-0.14584143318023024,-0.002862074800964924,False
2025-01-31,468.81,2025-03-02,28.883,26.5563,31.9911,26.36581584060798,4.1474,0.1084,5.5432,24.735599999999998,-1.6302158406079812,-0.06183066173500169,True
2025-01-31,493.48,2025-03-02,12.8716,9.6961,15.1309,1.7850540752612005,13.153,7.7182,13.153,-0.28139999999999965,-2.0664540752612,-1.157642283166589,True
2025-01-31,518.15,2025-03-02,5.8133,2.075,7.5098,-22.795707690085464,28.0025,24.8703,30.3051,-22.1892,0.6065076900854649,-0.026606223343934754,True
2025-01-31,542.83,2025-03-02,1.7603,0.01,5.4448,-47.38643328265778,47.3069,44.9473,50.3821,-45.5466,1.8398332826577786,-0.03882616089046547,True
2025-01-31,444.13,2025-03-17,54.4155,51.2301,56.6649,51.75763159437963,1.8152,0.204,5.6388,52.600300000000004,0.8426684056203726,0.016281046478793634,True
2025-01-31,468.81,2025-03-17,35.3732,32.4712,37.906,27.21142203355123,6.4251,5.2417,10.6765,28.948099999999997,1.7366779664487666,0.0638216541681457,True
2025-01-31,493.48,2025-03-17,18.7909,15.3224,20.7572,2.6751582626583854,15.767,12.8229,18.2577,3.023900000000001,0.34874173734161573,0.13036303018388923,True
2025-01-31,518.15,2025-03-17,9.9782,8.2471,13.6819,-21.86110550823446,33.9335,30.5692,36.004,-23.9553,-2.094194491765542,0.09579545238353651,True
2025-01-31,542.83,2025-03-17,3.9072,1.2273,6.6621,-46.407315069062975,49.968,47.7753,53.2101,-46.0608,0.34651506906297413,-0.007466820016355037,False
2025-01-31,444.13,2025-04-01,55.0909,51.2197,56.6545,52.5572715602641,1.5531,0.01,5.4448,53.5378,0.9805284397358989,0.018656380185405722,True
2025-01-31,468.81,2025-04-01,34.1115,30.2078,35.6426,28.05549744481891,5.0285,2.0219,7.4567,29.083,1.027502555181087,0.03662392931018369,True
2025-01-31,493.48,2025-04-01,17.6976,14.9852,20.42,3.563651114671643,13.2068,11.5722,17.007,4.490800000000002,0.9271488853283589,0.26016825314668524,True
2025-01-31,518.15,2025-04-01,7.1121,4.4405,9.8753,-20.92819521547551,29.1561,25.5315,30.9663,-22.043999999999997,-1.1158047845244852,0.05331586278875089,True
2025-01-31,542.83,2025-04-01,1.8098,0.0963,5.5311,-45.42996933092081,49.0517,45.0922,50.527,-47.241899999999994,-1.8119306690791817,0.03988403901135665,True
